Detector Type, Descriptor Type, Matcher Type, Selector Type, ttcLidar, ttcCamera
SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.5156,12.09
SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.6142,14.3372
SIFT,BRIEF,MAT_FLANN,SEL_KNN,14.091,15.0801
SIFT,BRIEF,MAT_FLANN,SEL_KNN,16.6894,21.4355
SIFT,BRIEF,MAT_FLANN,SEL_KNN,15.7465,13.5967
SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.7835,12.5584
SIFT,BRIEF,MAT_FLANN,SEL_KNN,11.9844,14.5816
SIFT,BRIEF,MAT_FLANN,SEL_KNN,13.1241,15.4797
SIFT,BRIEF,MAT_FLANN,SEL_KNN,13.0241,13.167
SIFT,BRIEF,MAT_FLANN,SEL_KNN,11.1746,10.3097
SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.8086,13.0457
SIFT,BRIEF,MAT_FLANN,SEL_KNN,8.95978,9.87036
SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.96439,9.99456
SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.59863,9.2679
SIFT,BRIEF,MAT_FLANN,SEL_KNN,8.52157,9.99457
SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.51552,9.06923
SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.61241,8.94618
SIFT,BRIEF,MAT_FLANN,SEL_KNN,8.3988,9.23257
